id,name_en,name_gr,university,university_gr,department,city,topics,languages,ects,semesters,tuition,study_modes,email,scholarship,university_image_url,programme_url,open_date,deadline,intake,apply_url,application_status,notes,portal,requires_login,found,found_in_announcement,scrape_status,pass2_status,scraped_at
1649,MSc Vascular Ultrasound in Diagnosis and Management,MSc Vascular Ultrasound in Diagnosis and Management,,,,Larissa,{health},{english},90,,EUR 5000,"{in_person,remotely}",msc.vascularultrasound@gmail.com,no,,https://www.med.uth.gr/msc.vascularultrasound/,,June 30 2026,,,open,Application deadline on June 30 2026,,,yes,,ok,skipped,2026-06-26T13:31:40.337838+00:00
1617,Personalized Medicine,Εξατομικευμένη Ιατρική,,,,Patra,{health},{english},60,,EUR 2000,{remotely},persomed@upatras.gr,no,,https://persomed.upatras.gr/en/,,"September 3, 2026",,,open,,,,yes,,ok,skipped,2026-06-26T13:31:32.931443+00:00
1569,MSc in Lifestyle Medicine,Ιατρική του Τρόπου Ζωής,,,,Trikala,{health},{english},90,,EUR 6000,"{in_person,remotely}",MSc-LM@uth.gr,no,,https://www.mlm.edu.gr/,October 1st 2026,December 31st 2026,January 2026,https://www.mlm.edu.gr/apply-now,open,Registration for the 2027–2028 cycle will be open between October 1st - December 31st 2026,custom,true,yes,,ok,ok,2026-06-26T13:31:41.775157+00:00
2246,Sustainable Agriculture and Food Science,Βιώσιμη Γεωργία και Επιστήμη Τροφίμων,,,,Thessaloniki,{agriculture},{english},300,,EUR 7000,{in_person},gkakamo@phed.auth.gr,no,,https://safs.auth.gr/,February 2026,"15 Apr 2026, 15 Jun 2026",September 2026,https://admissions.auth.gr/,open,Applications open February 2026; decisions issued in July 2026.,,,yes,,ok,error,2026-06-26T13:31:43.511347+00:00
1477,Protection of Cultural Heritage and Monuments of Nature from the Effects of Climate Change,Προστασία της Πολιτιστικής Κληρονομιάς και των Μνημείων της Φύσης από τις Επιπτώσεις της Κλιματικής Αλλαγής,,,,Patra,"{humanities,environmental_sciences}",{english},120,,EUR 3900,{remotely},ccc@eap.gr,no,,https://www.eap.gr/en/protection-of-cultural-heritage-and-monuments-of-nature-from-the-effects-of-climate-change/,1 April 2026,"30 June 2026, until 11:59 a.m.",2026-2027,https://dev.eap.gr/student-candidate/public#/,open,Applications are open from 1 April to 30 June 2026 for the academic year 2026-2027.,,,yes,https://www.eap.gr/en/2026/04/01/prosklisi-yia-tin-ekdilosi-endiapherontos-phitisis-se-9-proptikhiaka-1-idiko-programma-kai-60-metaptikhiaka-programmata-spoudon-yia-to-akadimaiko-etos-2026-2027/,ok,skipped,2026-06-26T13:31:49.096203+00:00
1656,Applied Mechanics,Εφαρμοσμένη Μηχανική,,,,Athens,"{technology,science_and_engineering}",{english},90,,EUR 0-1500,{in_person},appliedmechanics@mail.ntua.gr,no,,http://appliedmechanics.mechan.ntua.gr/,,,,,not_mentioned,,,,no,,ok,skipped,2026-06-26T13:32:21.349688+00:00
1657,Mathematical Modeling in Modern Technologies and Financial Engineering,Μαθηματική Προτυποποίηση σε Σύγχρονες Τεχνολογίες και τη Χρηματοοικονομική,,,,Athens,"{science_and_engineering,technology}",{english},90,,EUR 0-1500,{in_person},pgradsemfe@mail.ntua.gr,no,,https://mathtechfin.math.ntua.gr/en/,,"Sunday, June 28th, 2026",Academic Year 2026-27,,open,"Application deadline is June 28th, 2026. The application process is currently open.",,,yes,,ok,skipped,2026-06-26T13:32:19.734946+00:00
1658,Microsystems and Nanodevices,Μικροσυστήματα και Νανοδιατάξεις,,,,Athens,{technology},{english},90,,EUR 1500,{in_person},pgradsemfe@mail.ntua.gr,no,,https://mina.physics.ntua.gr/,"Thursday, September 3, 2026","Thursday, September 3, 2026",Academic Year 2026-2027,https://mina.physics.ntua.gr/admissions/,open,"The application deadline and open date are explicitly mentioned as September 3, 2026, for the academic year 2026-2027.",,,yes,,ok,skipped,2026-06-26T13:32:03.240701+00:00
1281,Advanced Design: Innovation and Transdisciplinarity in Design,Σχεδιασμός Αιχμής: Καινοτομία και Διεπιστημονικότητα στον Σχεδιασμό,,,,Thessaloniki,{technology},{english},90,,EUR 3000,{in_person},advanceddesign@arch.auth.gr,no,,http://advanceddesign.arch.auth.gr/,"June 4, 2025","June 4, 2025",2025-2027,https://advanceddesign.arch.auth.gr/apply-now/,open,Applications are open for the 2025-2027 cycle of the postgraduate master in architecture Advanced Design.,,,yes,,ok,skipped,2026-06-26T13:32:07.756098+00:00
1576,Applied Bioinformatics,Εφαρμοσμένη Βιοπληροφορική,,,,Thessaloniki,"{health,environmental_sciences}",{english},90,,EUR 3000-4500,"{in_person,remotely}",msc-appbio@auth.gr,no,,https://websites.auth.gr/appbio/,2026,5 JULY 2026,,https://websites.auth.gr/appbio/wp-content/uploads/sites/168/2026/05/application-AppBio-EN-2026-27.doc,open,The programme is open for application submissions.,,,yes,,ok,error,2026-06-26T13:32:27.137481+00:00
1333,Business Economics and Management,Business Economics and Management,,,,Chania,{economics_management},{english},120,,Free,{in_person},eleni@maich.gr,no,,https://www.iamc.ciheam.org/education/master_of_science_programmes/bem,January 14th 2026,June 30th 2026,Academic Year 2026-2027,https://apply.maich.gr,open,Online applications open from January 14th 2026 to June 30th 2026 for the academic year 2026-2027.,custom,true,yes,,ok,ok,2026-06-26T13:32:23.961555+00:00
1562,MSc in Sustainable Engineering and Climate Change,Βιώσιμη Μηχανική και Κλιματική Αλλαγή,,,,Chania,{environmental_sciences},{english},90,,EUR 3000-6000,"{in_person,remotely}",secc@tuc.gr,no,,https://www.secc.tuc.gr/,June 30th 2026,June 30th 2026,October 2026,http://e-graduate.tuc.gr,open,"Applications are open until June 30th 2026, with courses starting in October 2026.",,,yes,,ok,error,2026-06-26T13:32:26.399850+00:00
967,Computational Mechanics,Υπολογιστική Μηχανική,,,,Athens,"{science_and_engineering,technology}",{english},90,,EUR 1500,{in_person},compmech@chemeng.ntua.gr,no,,https://compmech.chemeng.ntua.gr/en/home/,,"Monday, 29 June 2026",Academic Year 2026-2027,https://forms.gle/aa5douwq39o4umRa6,open,The application deadline has been extended until 29 June 2026. The application period for the Academic Year 2026-2027 is currently open.,,,yes,https://compmech.chemeng.ntua.gr/en/news-en/extension-of-application-deadline-for-the-interdisciplinary-postgraduate-program-computational-mechanics/,ok,skipped,2026-06-26T13:32:32.487231+00:00
1020,Materials Science and Technology,Επιστήμη και Τεχνολογία Υλικών,,,,Athens,"{science_and_engineering,technology}",{english},90,,EUR 1500,{in_person},secretariat@chemeng.ntua.gr,no,,http://mse.ntua.gr/?lang=en,"March 19, 2026",not explicitly mentioned,Academic Year 2026-27,https://mse.ntua.gr/wp-content/uploads/2026/03/IPP-MST_Call-for-students-2026-2027.pdf,open,"The application open date is March 19, 2026. No specific deadline is explicitly stated on the page.",,,yes,,ok,skipped,2026-06-26T13:32:49.419146+00:00
1714,Chemical and Biochemical Engineering: Health & Food,Χημική και Βιοχημική Μηχανική: Υγεία & Τρόφιμα,,,,Thessaloniki,{science_and_engineering},{english},120,,EUR 4000-8000,{in_person},biochemeng@cheng.auth.gr,no,,https://websites.auth.gr/mscbiochemeng/en/archiki-english/,"April 15, 2026","June 30, 2026",October 2026,https://websites.auth.gr/mscbiochemeng/,open,"Application submission period is from April 15 to June 30, 2026; classes start in October 2026; admission is competitive with a limited number of students; results are published after evaluation; enrollment details are provided upon admission.",,,yes,,ok,skipped,2026-06-26T13:32:35.413407+00:00
2243,Materials Science and Engineering,Επιστήμη και Μηχανική Υλικών,,,,Thessaloniki,{science_and_engineering},{english},300,,EUR 8000,{in_person},materials@auth.gr,no,,https://msen.auth.gr/,September 2026,31 July 2026,September 2026,https://2g8n37.share-eu1.hsforms.com/2eygXwD9nSy-js0A9RHSWYw,open,Rolling admissions with applications reviewed on a rolling basis; deadline to confirm is 31 July 2026.,,,yes,,ok,ok,2026-06-26T13:32:46.246344+00:00
1257,Archaeological Materials Science - ARCHMAT,Επιστήμη Υλικών Αρχαιολογικού Ενδιαφέροντος – ARCHMAT,,,,Thessaloniki,"{science_and_engineering,technology}",{english},120,,EUR 9000-16000,{in_person},mkafantari@chem.auth.gr,no,,https://archmat.web.auth.gr/,Call for online applications for each edition of ARCHMAT are published on the dedicated website in October each year with deadline in January of the following year.,"January of the following year (e.g., January 2027)","September of the same year (e.g., September 2026)",https://erasmusmundus-archmat.uevora.pt,open,Call for applications published annually in October with a deadline in January; start in September.,,,yes,,ok,error,2026-06-26T13:32:41.155482+00:00
19,Analysis and Design of Structures,Δομοστατικός Σχεδιασμός και Ανάλυση των Κατασκευών,,,,Athens,{technology},{english},90,,EUR 0-1500,{in_person},mscads@central.ntua.gr,no,,http://postgrad.structural.civil.ntua.gr/msc_ads_en/index.html,5/5/2026,,,,open,"The application open date is May 5, 2026. No specific deadline is mentioned.",,,yes,,ok,skipped,2026-06-26T13:32:44.507895+00:00
1578,Postgraduate Program in Orthodontics,Ορθοδοντική,,,,Thessaloniki,{health},{english},210,,EUR 47600,{in_person},emargariti@dent.auth.gr,no,,https://websites.auth.gr/orthodontics/en/homepage/,February 2026,,February 2026,,coming_soon,The next class starts in February 2026. No explicit application deadline is provided on the page.,,,yes,,ok,skipped,2026-06-26T13:33:45.452750+00:00
1563,Paediatric Dentistry,Παιδοδοντιατρική,,,,Thessaloniki,{health},{english},180,,EUR 21000-42000,{in_person},akanellaki@dent.auth.gr,no,,https://dent.auth.gr/en/lab/department-of-pediatric-dentistry/,καμία συγκεκριμένη ημερομηνία που να αναφέρεται στην έναρξη των αιτήσεων,29 Μαρτίου 2026,,https://dent.auth.gr/wp-content/uploads/sites/152/2026/03/上海暑期学校报名信息表Registration-Form-for-2026-Shanghai-Summer-School.xls,coming_soon,"Οι αιτήσεις πρέπει να υποβληθούν έως την 29 Μαρτίου 2026, και η προθεσμία αφορά το πρόγραμμα του καλοκαιριού 2026.",,,yes,,ok,error,2026-06-26T13:33:10.934460+00:00
1510,Dental & Craniofacial Bioengineering and Applied Biomaterials,Οδοντική και Κρανιοπροσωπική Εμβιομηχανική και Εφαρμοσμένα Βιοϋλικά,,,,Thessaloniki,{health},{english},90,,EUR 6000-12000,{in_person},mscbioengineering.dent.auth@gmail.com,no,,https://prosthodontics.dent.auth.gr/dental-craniofacial-bioengineering-and-applied-biomaterials-ms/,1 Αυγούστου 2022,2023-06-19 16:31,winter semester,https://prosthodontics.dent.auth.gr/dental-craniofacial-bioengineering-and-applied-biomaterials-ms/apply-for-dental-craniofacial-bioengineering-and-applied-biomaterials/,open,,,,yes,,ok,skipped,2026-06-26T13:32:55.835481+00:00
9,Strategic Marketing,Στρατηγικό Μάρκετινγκ,,,,Thessaloniki,{economics_management},{english},90,,EUR 5500,"{in_person,remotely}",strategic-marketing@econ.auth.gr,no,,https://strategic-marketing.econ.auth.gr/,"June 16, 2026",,"Spring 2026, Fall 2025-26",https://strategic-marketing.econ.auth.gr/apply-now/,coming_soon,"The application opening date is mentioned as June 16, 2026. No specific deadline date for applications is provided. The intake semesters include Spring 2026 and Fall 2025-26.",custom,false,yes,,ok,ok,2026-06-26T13:32:59.961303+00:00
17,Logistics & Supply Chain Management,Εφοδιαστική & Διοίκηση Αλυσίδας Εφοδιασμού,,,,Thessaloniki,"{social_sciences,economics_management}",{english},90,,EUR 5000-6500,"{in_person,remotely}",logistics@econ.auth.gr,no,,https://www.logistics-auth.gr/en,14.07.2025,,Spring semester 2025-26,,not_mentioned,,,,yes,,ok,skipped,2026-06-26T13:33:29.760679+00:00
1539,Translational Engineering in Health and Medicine,Μεταφραστική Βιοϊατρική Μηχανική και Επιστήμη,,,,Athens,"{health,technology}",{english},90,,EUR 0-1500,{in_person},masterteam-info@ece.ntua.gr,no,,https://masterteam.ntua.gr/,,"June 2nd, 2026",Academic Year 2026-2027,https://gradapply.ece.ntua.gr/,open,"The deadline for applications has been extended until June 2nd, 2026. Interested candidates must register at gradapply.ece.ntua.gr and submit their applications by the deadline.",,,yes,https://masterteam.ntua.gr/announcement/2026/05/26/extension-for-applications-2026-2027,ok,skipped,2026-06-26T13:33:20.653500+00:00
1511,Biomedical Engineering,Βιοϊατρική Μηχανική,,,,Thessaloniki,"{science_and_engineering,health}",{english},90,,EUR 2250-4500,{in_person},bme@auth.gr,no,,https://bme.web.auth.gr/,,31/03/2026,Academic Year 2026-27,https://bme.web.auth.gr/en/forms-and-applications/,open,Application deadline is 31 March 2026. The status suggests applications are currently open for the 2026-27 academic year.,,,yes,https://bme.web.auth.gr/en/%ce%b1%ce%bd%ce%b1%ce%ba%ce%bf%ce%af%ce%bd%cf%89%cf%83%ce%b7-%ce%b3%ce%b9%ce%b1-%ce%b5%ce%bd%ce%b9%cf%83%cf%87%cf%85%cf%84%ce%b9%ce%ba%ce%ae-%ce%b4%ce%b9%ce%b4%ce%b1%cf%83%ce%ba%ce%b1%ce%bb%ce%af-2/,ok,skipped,2026-06-26T13:33:26.894270+00:00
1572,Machine Learning and Data Science,Μηχανική Μάθηση και Επιστήμη Δεδομένων,,,,Chania,{technology},{english},60,,EUR 500-1000,{in_person},vgrigoraki@tuc.gr,no,,https://www.ece.tuc.gr/index.php?id=17146&L=456,31 May 2026,31 May 2026,2025–2026,https://en/about-the-program/how-to-apply,open,The application is open until 31 May 2026.,,,yes,,ok,skipped,2026-06-26T13:33:31.936221+00:00
1715,Aerial Autonomous Systems,Εναέρια Αυτόνομα Συστήματα,,,,Thessaloniki,{technology},{english},90,,EUR 6000-9000,{remotely},uav@ece.auth.gr,no,,https://uav.ece.auth.gr/en/home-eng/,"April 27, 2026",August 31 2026,Academic Year 2026-27,https://uav.ece.auth.gr/wp-content/uploads/sites/284/2026/04/Application-for-Admission.docx,open,,,,yes,https://uav.ece.auth.gr/en/call-for-admissions-to-the-interdepartmental-postgraduate-program-aerial-autonomous-systems-for-the-academic-year-2026-2027/,ok,skipped,2026-06-26T13:33:35.911106+00:00
1498,Theoretical and Applied Linguistics,Θεωρητική και Εφαρμοσμένη Γλωσσολογία,,,,Thessaloniki,{humanities},{english},90,,EUR 3500,"{in_person,remotely}",info@enl.auth.gr,no,,https://gpling.enl.auth.gr/en/home-eng/,23 January 2026,15 March 2026,,,open,The application period runs between 23 January – 15 March 2026.,,,yes,,ok,skipped,2026-06-26T13:33:40.309566+00:00
1345,Food Quality and Chemistry of Natural Products,Food Quality and Chemistry of Natural Products,,,,Chania,"{science_and_engineering,agriculture}",{english},120,,Free,{in_person},eleni@maich.gr,no,,https://www.iamc.ciheam.org/education/master_of_science_programmes/fqc,January 14th 2026,June 30th 2026,Academic Year 2026-27,https://apply.maich.gr,open,Online applications are open from January 14th 2026 to June 30th 2026 for the academic year 2026-27.,,true,yes,,ok,ok,2026-06-26T13:33:38.034486+00:00
1334,Geoinformation in Environmental Management,Γεωπληροφορία στη Διαχείριση Περιβάλλοντος,,,,Chania,{environmental_sciences},{english},120,,Free,{in_person},eleni@maich.gr,no,,https://www.iamc.ciheam.org/education/master_of_science_programmes/enm,January 14th 2026,June 30th 2026,Academic Year 2026-2027,https://apply.maich.gr,open,Online applications for the academic year 2026-2027 will be open from January 14th 2026 to June 30th 2026.,custom,true,yes,,ok,ok,2026-06-26T13:33:41.387184+00:00
1344,Horticultural Genetics and Biotechnology,Horticultural Genetics and Biotechnology,,,,Chania,"{agriculture,science_and_engineering}",{english},120,,Free,{in_person},eleni@maich.gr,no,,https://www.iamc.ciheam.org/education/master_of_science_programmes/hob,January 14th 2026,June 30th 2026,Academic Year 2026-27,https://apply.maich.gr,open,Online applications for the academic year 2026-2027 will be open from January 14th 2026 to June 30th 2026.,custom,true,yes,,ok,ok,2026-06-26T13:33:44.226728+00:00
1413,Language Education for Refugees and Migrants,Γλωσσική Εκπαίδευση για Πρόσφυγες και Μετανάστες,,,,Patra,"{humanities,education_sciences}",{english},120,,EUR 4125,{remotely},lrm@eap.gr,no,,https://www.eap.gr/en/language-education-for-refugees-and-immigrants/,1 April 2026,"30 June 2026, until 11:59 a.m.",2026-2027,https://dev.eap.gr/student-candidate/public#/,open,Applications are open from 1 April to 30 June 2026 for the academic year 2026-2027.,,,yes,https://www.eap.gr/en/tag/invitation-en/,ok,skipped,2026-06-26T13:33:43.522860+00:00
1408,MEd in Teaching of English as a Foreign Language/International Language,Διδακτική της Αγγλικής ως Ξένης/Διεθνούς Γλώσσας,,,,Patra,"{education_sciences,humanities}",{english},120,,EUR 4000,{remotely},aggx@eap.gr,no,,https://www.eap.gr/en/teaching-english-as-a-foreign-international-language/,1 April 2026,"30 June 2026, until 11:59 a.m.",2026-2027,https://dev.eap.gr/student-candidate/public#/,open,Applications are open from 1 April to 30 June 2026 for the academic year 2026-2027.,,,yes,https://www.eap.gr/en/tag/invitation-en/,ok,skipped,2026-06-26T13:33:44.383576+00:00
1287,Executive MBA,Διοίκηση Επιχειρήσεων για Στελέχη,,,,Thessaloniki,{economics_management},{english},100,,EUR 6000,{remotely},infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/emba,,22 November 2026 / 22 December 2026,,,coming_soon,"Multiple deadlines for different applicant groups, some dates in December 2026.",,,yes,,ok,skipped,2026-06-26T13:33:45.764615+00:00
1291,"MSc in Energy Law, Business, Regulation and Policy","Δίκαιο της Ενέργειας, Επιχειρηματικότητα, Ρυθμιστική και Ενεργειακή Πολιτική",,,,Thessaloniki,"{law_sciences,economics_management}",{english},90,,EUR 3000,{remotely},infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/energylaw,,"31 August 2026, 15 September 2026",,,coming_soon,Multiple application deadlines in 2026 for different applicant groups; deadlines are end of August and mid-September.,,,yes,,ok,skipped,2026-06-26T13:33:47.010281+00:00
1310,"MSc in Banking, Financial Technology (Fintech) and Risk Management","Τραπεζική, Χρηματοοικονομική Τεχνολογία και Διαχείριση Κινδύνου",,,,Thessaloniki,{economics_management},{english},90,,EUR 3900,"{in_person,remotely}",infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/bankfin,,"31 August 2026, 15 September 2026",,,not_mentioned,Application deadlines are 31 August 2026 for non-Greek applicants and 15 September 2026 for Greek applicants or until places are filled.,,,yes,,ok,skipped,2026-06-26T13:33:48.619955+00:00
1311,MSc in Management,Διοίκηση Επιχειρήσεων,,,,Thessaloniki,{economics_management},{english},90,,EUR 3900,"{in_person,remotely}",infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/management,,31 August 2026 or 15 September 2026,,,not_mentioned,,,,yes,,ok,skipped,2026-06-26T13:33:48.243611+00:00
1289,"LLM Transnational and European Commercial Law, Banking Law, Arbitration/Mediation","Διεθνικό και Ευρωπαϊκό Οικονομικό Δίκαιο, Τραπεζικό Δίκαιο, Διαιτησία/Διαμεσολάβηση",,,,Thessaloniki,{law_sciences},{english},90,,EUR 3000,{remotely},infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/llm,,31 August 2026 / 15 September 2026,,,not_mentioned,,,,yes,,ok,skipped,2026-06-26T13:33:49.438477+00:00
1288,MA in Black Sea and Eastern Mediterranean Studies: Culture and International Relations,Σπουδές στη Μαύρη Θάλασσα και την Ανατολική Μεσόγειο: Πολιτισμός και Διεθνείς Σχέσεις,,,,Thessaloniki,{humanities},{english},90,,EUR 2500,"{in_person,remotely}",infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/blacksea,,31 August 2026 (non-Greek applicants) / 15 September 2026 (Greek applicants),,,coming_soon,"Application deadlines for non-Greek applicants is 31 August 2026, and for Greek applicants is 15 September 2026.",,,yes,,ok,skipped,2026-06-26T13:33:50.734179+00:00
1292,MSc in Bioeconomy: Biotechnology and Law,Βιοοικονομία: Βιοτεχνολογία και Δίκαιο,,,,Thessaloniki,"{science_and_engineering,technology}",{english},90,,EUR 2700,{remotely},infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/bioeconomy,,"31 August 2026, 15 September 2026",,,open,Application deadlines are 31 August 2026 for non-Greek applicants and 15 September 2026 for Greek applicants.,,,yes,,ok,skipped,2026-06-26T13:33:51.572924+00:00
1286,MA in Classical Archaeology and the Ancient History of Macedonia,Κλασική Αρχαιολογία και Αρχαία Ιστορία της Μακεδονίας,,,,Thessaloniki,{humanities},{english},90,,EUR 2500,"{in_person,remotely}",infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/caahm,,"31 August 2026, 15 September 2026",,,open,Multiple application deadlines in 2026 for non-Greek and Greek applicants.,,,yes,,ok,skipped,2026-06-26T13:33:52.836349+00:00
1314,MSc in Sustainable Agriculture and Business,Αειφόρος Γεωργία και Επιχειρήσεις,,,,Thessaloniki,{economics_management},{english},90,,EUR 2500,{remotely},infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/sab,,"31 August 2026, 15 September 2026",,,open,Application deadlines are 31 August 2026 for non-Greek applicants and 15 September 2026 for Greek applicants.,,,yes,,ok,skipped,2026-06-26T13:33:53.415609+00:00
1290,MA in Art Law and Arts Management,Δίκαιο Τέχνης και Διαχείριση Τέχνης,,,,Thessaloniki,"{law_sciences,arts}",{english},90,,EUR 3000,{remotely},infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/alam,,31 August 2026 / 15 September 2026,,,open,Application deadline for non-Greek applicants is 31 August 2026; for Greek applicants is 15 September 2026 or until places are filled.,,,yes,,ok,skipped,2026-06-26T13:33:53.942470+00:00
1313,MSc in Hospitality and Tourism Management,Διοίκηση Τουριστικών Μονάδων και Φιλοξενία,,,,Thessaloniki,{economics_management},{english},90,,EUR 3900,{remotely},infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/htm,,31 August 2026 or 15 September 2026,,,open,Application deadlines are 31 August 2026 for non-Greek applicants and 15 September 2026 for Greek applicants.,,,yes,,ok,skipped,2026-06-26T13:33:55.334727+00:00
1312,"MSc in International Accounting, Auditing and Taxation","Διεθνής Λογιστική, Ελεγκτική και Φορολογία",,,,Thessaloniki,{economics_management},{english},90,,EUR 3900,"{in_person,remotely}",infoshsse@ihu.edu.gr,no,,https://www.ihu.gr/ucips/postgraduate-programmes/iaafm,,31 August 2026 / 15 September 2026,,,open,"Application deadlines for non-Greek applicants are 31 August 2026, and for Greek applicants 15 September 2026.",,,yes,,ok,skipped,2026-06-26T13:33:55.976486+00:00
1191,Digital Media - Computational Intelligence,Ψηφιακά Μέσα - Υπολογιστική Νοημοσύνη,,,,Thessaloniki,"{science_and_engineering,technology}",{english},90,,EUR 1800,{in_person},pms_info@csd.auth.gr,no,,https://dmci.csd.auth.gr/en/,"January 30, 2026",,,,open,"Application for admittance into the Program of Postgraduate Studies on Digital Media – Computational Intelligence until January 30, 2026",,,yes,,ok,skipped,2026-06-26T13:33:57.135724+00:00
1325,"Digital Media, Communication and Journalism","Ψηφιακά μέσα, Επικοινωνία και Δημοσιογραφία",,,,Thessaloniki,"{social_sciences,technology}",{english},90,,EUR 3000,{in_person},info@jour.auth.gr,no,,http://media.jour.auth.gr/,"February 1, 2026","11 September, 2026",Fall 2026,https://media.jour.auth.gr/admissions/application/,open,"The application process starts on February 1, 2026, with evaluation beginning on February 16, 2026, and continues until 11 September 2026. Registrations are scheduled for September 28 - October 2, 2026. Courses for the fall semester start in October 2025, but the actual intake for this program is for Fall 2026.",,,yes,,ok,skipped,2026-06-26T13:34:11.503620+00:00
1492,European Business and Economic Law,Ευρωπαϊκό Δίκαιο Επιχειρήσεων και Οικονομικό Δίκαιο,,,,Thessaloniki,{law_sciences},{english},75,,EUR 3000,{in_person},abondiek@law.auth.gr,no,,https://europeanbusiness.law.auth.gr/,,31st August 2026,,https://europeanbusiness.law.auth.gr/applyonline/,not_mentioned,No specific application open or deadline dates are mentioned on the page.,European Business Law Application Portal,true,yes,,ok,ok,2026-06-26T13:33:59.823093+00:00
1595,LLM in International & European Legal Studies,ΠΜΣ Διεθνείς & Ευρωπαϊκές Νομικές Σπουδές,,,,Athens,{law_sciences},{english},75,,EUR 2200,{in_person},evoutsi@uoa.gr,no,,https://iels.law.uoa.gr/,17.02.2026,22 June 2026,,,open,,,,yes,,ok,skipped,2026-06-26T13:34:02.852261+00:00
1480,LLM in International and European Law,ΠΜΣ στο Διεθνές και Ευρωπαϊκό Δίκαιο,,,,Athens,{law_sciences},{english},75,,EUR 4800,{in_person},llm-inteurl@law.uoa.gr,no,,https://llm-inteurl.law.uoa.gr/,20 November 2025,30 June 2026,2026-2027,https://llm-inteurl.law.uoa.gr,open,"Application period is from 20 November 2025 to 30 June 2026, with results communicated individually after deadline.",,,yes,,ok,skipped,2026-06-26T13:34:09.041944+00:00
1731,Bachelor of Laws (LL.B.),Ξενόγλωσσο Προπτυχιακό Πρόγραμμα Σπουδών Bachelor of Laws (LL.B.),,,,Thessaloniki,{law_sciences},{english},240,,EUR 7000,{in_person},bachelor@law.auth.gr,no,,https://aristotlelaw.edu.gr/,,30.06.2026,,,rolling,Rolling admissions throughout the year,,,yes,,ok,skipped,2026-06-26T13:34:05.437378+00:00
2245,Clean Energy Science and Engineering,Επιστήμη Καθαρής Ενέργειας και Μηχανικής,,,,Thessaloniki,"{agriculture,environmental_sciences,science_and_engineering}",{english},240,,EUR 8000,{in_person},cleanenergy@auth.gr,no,,https://cese.auth.gr/,Applications are open for September 2026,,September 2026,,open,"Applications open for September 2026, no specific deadline mentioned.",,,yes,,ok,skipped,2026-06-26T13:34:13.182789+00:00
1655,Automation Systems,Συστήματα Αυτοματισμού,,,,Athens,"{science_and_engineering,technology}",{english},90,,EUR 500,{in_person},ipsp_as@mail.ntua.gr,no,,https://dpms-as.mech.ntua.gr/en/,,"June 26, 2026",Academic Year 2026-27,,open,"the call for applications is still open and the deadline is extended until June 26, 2026.",,,yes,,ok,skipped,2026-06-26T13:34:14.908852+00:00
1587,Application of Endoscopic Surgical Techniques in Gynecology,Εφαρμογή των Ενδοσκοπικών Χειρουργικών Τεχνικών στην Γυναικολογία,,,,Thessaloniki,{health},{english},75,,EUR 4000,{in_person},alkaragi@auth.gr,no,,https://endoscopicsurgery-auth.gr/,,13-18/01/2026,,"https://endoscopicsurgery-
auth.gr/wp-content/uploads/2025/09/Application-form.pdf",coming_soon,,,,yes,,ok,skipped,2026-06-26T13:34:17.792120+00:00
1555,Cardiovascular Disease,Kαρδιαγγειακή Νόσος,,,,Thessaloniki,{health},{english},90,,EUR 3000,{in_person},msc-cardiovascular@med.auth.gr,no,,https://msccardiovascular.med.auth.gr/en/home-eng/,"June 30, 2026","August 30, 2026",2026-2027,https://msccardiovascular.med.auth.gr/wp-content/uploads/sites/376/2026/06/Application-Form-2026-2027-En.docx,open,"Candidates are invited to submit their supporting documents between June 30 and August 30, 2026 for the academic year 2026-2027.",,,yes,https://msccardiovascular.med.auth.gr/en/2026/06/13/prokiriksi2026-27-en/,ok,skipped,2026-06-26T13:34:35.504834+00:00
1602,"Forensic Medicine, Anthropology and Imaging","Ιατροδικαστική, Ανθρωπολογία και Απεικόνιση",,,,Heraklion,{health},{english},90,,EUR 5500,{in_person},postgradsecr@med.uoc.gr,no,,https://mscs.uoc.gr/forensic-med/,,23rd of June 2026,2026-2027,,open,The application deadline is 23rd of June 2026. The application process for the 2026-2027 academic year is currently open.,,,yes,,ok,skipped,2026-06-26T13:34:29.164605+00:00
