name_gr,name_en,description_gr,description_en,collab_en_institutions,ects,city_en,city_gr,phone,email,website,languages,topics,has_tuition_fees,tuition_fees_from,tuition_fees_to,study_modes,type,masters_id,id,department_id,created_at,updated_at,is_archived,admission_type,collaborations,is_featured,univ_name_en,univ_name_gr
Kαρδιαγγειακή Νόσος,Cardiovascular Disease,"Το πρόγραμμα « Καρδιαγγειακή νόσος» επικεντρώνεται στη διεπιστημονική μεταπτυχιακή εκπαίδευση, στην προώθηση της γνώσης και στην ανάπτυξη της έρευνας στον τομέα των καρδιαγγειακών παθήσεων και της πρόληψής τους. Το πρόγραμμα σπουδών δίνει έμφαση τόσο στην εκπαίδευση των συμμετεχόντων στις καρδιαγγειακές παθήσεις όσο και στη διεξαγωγή έρευνας. Κατά τη διάρκεια των υποχρεωτικών και των μαθημάτων επιλογής, εξετάζονται σε βάθος θέματα όπως η υπέρταση, ο σακχαρώδης διαβήτης και τα λιπίδια, καθώς και οι βλάβες σε όργανα-στόχους που σχετίζονται με αυτές τις παθήσεις, η άσκηση και η διατροφή στις καρδιαγγειακές παθήσεις, οι αναδυόμενες τεχνολογίες για τη διάγνωση και την παρακολούθηση ασθενών με καρδιαγγειακό κίνδυνο και η κλινική μεταπτυχιακή έρευνα σε αυτούς τους θεματικούς τομείς.Γίνονται δεκτοί:1. Απόφοιτοι Ιατρικών Σχολών εσωτερικού και εξωτερικού. 2. Απόφοιτοι Α.Ε.Ι. της ημεδαπής και του εξωτερικού.","The Program “Cardiovascular Disease” focuses on interdisciplinary postgraduate education, the advancement of knowledge, and the development of research in the field of cardiovascular disease and its prevention. The curriculum emphasizes both the training of participants in cardiovascular disease and the conduct of research. During the mandatory and elective courses, topics are thoroughly examined, including hypertension, diabetes mellitus, and lipids, as well as target organ damage associated with these conditions, exercise and nutrition in cardiovascular diseases, emerging technologies for the diagnosis and monitoring of patients at cardiovascular risk, and clinical postgraduate research in these subject areas.Eligible for admission are:1. Graduates of Medical Schools in Greece and abroad. 2. Graduates of Higher Education Institutions in Greece and abroad.",{},90,Thessaloniki,Θεσσαλονίκη,+302310991485,msc-cardiovascular@med.auth.gr,https://msccardiovascular.med.auth.gr/en/home-eng/,{english},{health},true,3000,3000,{in_person},Master,1852,1555,23,2026-01-11 22:41:56.437713 +00:00,2026-05-08 13:53:37.883674 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
"Ιατροδικαστική, Ανθρωπολογία και Απεικόνιση","Forensic Medicine, Anthropology and Imaging","Το μεταπτυχιακό πρόγραμμα «Ιατροδικαστική, Ανθρωπολογία και Απεικόνιση» έχει ως στόχο να προσφέρει διεπιστημονική κατάρτιση και προώθηση γνώσεων και δεξιοτήτων σε προχωρημένο επίπεδο σε διάφορους τομείς της Ιατροδικαστικής, συγκεκριμένα στην Ιατροδικαστική Ανθρωπολογία, την Ιατροδικαστική Απεικόνιση, την Σκελετική Παθολογία και Τραυματολογία, τις Μεταθανάτιες Αλλαγές και την Ιατροδικαστική Ταυτοποίηση. Το πρόγραμμα προσφέρει επίσης τη δυνατότητα αποφοίτησης με ειδίκευση στην Ιατροδικαστική Ανθρωπολογία ή την Ιατροδικαστική Απεικόνιση. Γίνονται δεκτοί απόφοιτοι Ιατρικής, Βιολογίας, Ανατομίας, Ανθρωπολογίας, Αρχαιολογίας, Οδοντιατρικής, Αστυνομικών Σχολών, Νομικής και συναφών αντικειμένων.","The postgraduate Programme in “ Forensic Medicine, Anthropology and Imaging” aims to offer multidisciplinary training and promotion of knowledge and skills at an advanced level in different areas of Forensic Medicine, namely Forensic Anthropology, Forensic Imaging, Skeletal Pathology and Trauma, Postmortem changes, Forensic Identification. The programme also  offers the opportunity of exiting with a specialisation in Forensic Anthropology or Forensic Imaging. Graduates of Departments of Medicine, Biology, Anatomy, Anthropology, Archaeology, Dentistry, Police Academies, Law, and related subjects from Greek universities or equivalent recognized institutions abroad are eligible for admission.",{},90,Heraklion,Ηράκλειο,+302810394868,postgradsecr@med.uoc.gr,https://mscs.uoc.gr/forensic-med/,{english},{health},true,5500,5500,{in_person},Master,1910,1602,337,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,University of Crete,Πανεπιστήμιο Κρήτης
Άσκηση και Φυσική Αποκατάσταση σε Ασθενείς με Καρδιαγγειακά Νοσήματα,Exercise and Exercise-based Cardiac Rehabilitation in Patients with Cardiac Diseases,"Οι καρδιαγγειακές παθήσεις παραμένουν η κύρια αιτία θανάτου και νοσηρότητας στις δυτικές χώρες, με τεράστιο ανθρώπινο και οικονομικό αντίκτυπο στα συστήματα υγείας παγκοσμίως. Παρόλο που έχουν σημειωθεί σημαντικές βελτιώσεις στις φαρμακολογικές και επεμβατικές θεραπείες, θεωρείται πλέον απαραίτητο να επενδύσουμε στην πρόληψη και την αποκατάσταση, συμπληρώνοντας τις άλλες παρεμβάσεις. Το πρόγραμμα ακολουθεί μια διεπιστημονική προσέγγιση στην εκπαίδευση, με τις πλέον σύγχρονες μεθόδους στην πρακτική της αποκατάστασης και την συμβουλευτική άσκησης, η οποία έχει εκρηκτική δυναμική αλλά παραμένει υποανάπτυκτη στις περισσότερες περιοχές της Ευρώπης.Γίνονται δεκτοί:1. Κάτοχοι πτυχίου Ιατρικής ή Νοσηλευτικής 2. Κάτοχοι πτυχίου άλλων Τμημάτων συναφούς γνωστικού αντικειμένου 3. Μέλη των κατηγοριών Ε.ΔΙ.Π. και Ε.Τ.Ε.Π.","Cardiovascular disease remains the leading cause of death and morbidity in western countries with a huge human and economic impact across the health systems worldwide. Although there have been significant improvements in pharmacological and interventional  treatments, it is now considered necessary to invest in prevention and rehabilitation, complementing the other interventions. The programme builds an interdisciplinary training with the most current approach in rehabilitation practice and exercise guidance which has an explosive dynamic and is still underdeveloped in most areas across Europe.Holders of a first-cycle degree in Medicine and Health Sciences or in other relevant disciplines from a Greek university or equivalent foreign institution are eligible for admission to the program.",{},90,Heraklion,Ηράκλειο,+302810394526,postgradsecr@med.uoc.gr,https://mscs.uoc.gr/cardio/,{english},{health},true,3000,3000,{remotely},Master,1907,1599,337,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,University of Crete,Πανεπιστήμιο Κρήτης
Τεχνολογίες Αιχμής στις Επιστήμες της Όρασης,Cutting Edge Technologies in Vision Sciences,"Το μεταπτυχιακό πρόγραμμα «Τεχνολογίες Αιχμής στις Επιστήμες της Όρασης» βασίζεται στην κληρονομιά και την εμπειρία του καθιερωμένου ΔΠΜΣ «Οπτική και Όραση» και αποτελεί μια δυναμική εξέλιξη, σχεδιασμένη να ανταποκρίνεται στις επιστημονικές και τεχνολογικές προκλήσεις του 21ου αιώνα. Το πρόγραμμα φέρνει σε συνεργασία ένα ευρύ φάσμα ακαδημαϊκών τμημάτων: την Ιατρική Σχολή, το Τμήμα Επιστήμης και Τεχνολογίας Υλικών και το Τμήμα Μαθηματικών και Εφαρμοσμένων Μαθηματικών, προσφέροντας ένα διεπιστημονικό, ερευνητικά προσανατολισμένο και διεθνώς ανταγωνιστικό πρόγραμμα σπουδών.

Το ανθρώπινο οπτικό σύστημα αποτελεί μια μοναδική και ιδιαίτερα σύνθετη διεπαφή μεταξύ της φυσικής, της βιολογίας, της ιατρικής και της γνωστικής επιστήμης. Η κατανόηση της λειτουργίας και των διαταραχών του απαιτεί μια πολυδιάστατη προσέγγιση που συνδυάζει γνώσεις από τομείς όπως η νευροεπιστήμη, η οφθαλμολογία, η οπτική, οι τεχνολογίες απεικόνισης, τα εφαρμοσμένα μαθηματικά, η επιστήμη υλικών και η βιοτεχνολογία. Το πρόγραμμά μας αντικατοπτρίζει ακριβώς αυτό το πνεύμα διεπιστημονικής συνέργειας.

Το πρόγραμμα απευθύνεται σε φοιτητές που ενδιαφέρονται για τις κλινικές, ερευνητικές ή τεχνολογικές πτυχές των επιστημών όρασης. Συνδυάζει την τεχνογνωσία της Ιατρικής, της Επιστήμης και Τεχνολογίας Υλικών και των Μαθηματικών, προετοιμάζοντας τους αποφοίτους για σταδιοδρομία στην ακαδημαϊκή κοινότητα, τη βιομηχανία ή τον τομέα της υγείας.","The postgraduate program ""Cutting Edge Technologies in Vision Sciences"" builds upon the legacy and experience of the long-established MSc in “Optics and Vision” and emerges as a dynamic evolution designed to meet the scientific and technological challenges of the 21st century. The program brings together a diverse group of academic departments: the School of Medicine, the Department of Materials Science and Technology, and the Department of Mathematics and Applied Mathematics, offering an interdisciplinary, research-oriented, and internationally competitive curriculum.

The human visual system is a unique and highly complex interface between physics, biology, medicine, and cognitive science. Understanding its function and disorders requires a multifaceted approach that combines knowledge from fields such as neuroscience, ophthalmology, optics, imaging technology, applied mathematics, materials science, and biotechnology. Our program reflects precisely this spirit of interdisciplinary synergy.

The program is designed for students interested in the clinical, research, or technological aspects of vision sciences. It combines expertise from Medicine, Materials Science and Technology, and Mathematics, preparing graduates for careers in academia, industry, or healthcare.",{},120,Heraklion,Ηράκλειο,+302810394868,cetvs@med.uoc.gr,https://mscs.uoc.gr/cetvis/,{english},"{health,technology}",true,2200,5000,{in_person},Master,2044,1733,337,2026-04-24 10:46:49.316537 +00:00,2026-04-24 11:54:16.837187 +00:00,false,external,[],false,University of Crete,Πανεπιστήμιο Κρήτης
Medical Degree by the National and Kapodistrian University,Medical Degree by the National and Kapodistrian University,"Ενδιαφέρεστε για ένα πτυχίο παγκόσμιας κλάσης από ένα από τα πιο διακεκριμένα πανεπιστήμια και το πρώτο πανεπιστήμιο στην Ελλάδα και την περιοχή της Ανατολικής Μεσογείου;

Το Εθνικό και Καποδιστριακό Πανεπιστήμιο Αθηνών και η περίφημη Ιατρική Σχολή του εγκαινιάζουν ένα πρόγραμμα σπουδών Ιατρικής που διδάσκεται στα αγγλικά και απευθύνεται ειδικά σε διεθνείς φοιτητές.

Η εκπαίδευση συναντά την καινοτομία και την πρωτοποριακή έρευνα στο πλαίσιο αυτού του διετούς διεθνούς προγράμματος. Τα μαθήματα διδάσκονται στα αγγλικά από καθηγητές παγκόσμιας κλάσης, που εργάζονται στην αιχμή της σύγχρονης ιατρικής σε 89 ιατρικά τμήματα και εργαστήρια που βρίσκονται στον πανεπιστημιακό χώρο, καθώς και σε 16 πανεπιστημιακά νοσοκομεία που παρέχουν καθημερινά υψηλής ποιότητας υπηρεσίες υγείας στην περιοχή της Αθήνας.","Are you after a world-class degree offered by one of the most prominent universities and the first University in Greece and Eastern Mediterranean area?

The National and Kapodistrian University of Athens and its prestigious School of Medicine launch an English-taught Medical Degree program especially addressed to international citizens.

Education meets innovation and cutting-edge research in the framework of this 6-year international program. Courses are delivered in English by world-class tutors, working at the edges of Modern Medicine in 89 Medical Departments and laboratories located in the University campus, and in 16 University Hospitals that provide daily, high-quality health services in the Athens metropolitan area.",{},360,Athens,Αθήνα,+302107462124,medicen@uoa.gr,https://medicen.uoa.gr/,{english},{health},true,17000,17000,{in_person},Bachelor,,1722,113,2026-01-11 22:41:56.437713 +00:00,2026-04-23 13:40:29.961384 +00:00,false,external,[],false,National and Kapodistrian University of Athens,Εθνικό & Καποδιστριακό Πανεπιστήμιο Αθηνών
Ανθρώπινη Αναπαραγωγή,MSc in Human Reproduction,"Το μεταπτυχιακό πρόγραμμα στοχεύει στην διεύρυνση των γνώσεων των φοιτητών στον τομέα της Ανθρώπινης Αναπαραγωγής. Οι απόφοιτοι θα μπορούν να εργαστούν σε θέσεις τόσο του δημόσιου όσο και του ιδιωτικού τομέα, οι οποίες απαιτούν εξειδικευμένες γνώσεις στον τομέα της ιατρικά υποβοηθούμενης αναπαραγωγής. Είναι πλέον παραδεκτό ότι η γνώση αυτού του επιστημονικού αντικειμένου αποτελεί απαραίτητη προϋπόθεση για ένα σύγχρονο ιατρικό υπόβαθρο. Επιπλέον, η κατοχή αυτού του μεταπτυχιακού τίτλου αποτελεί προϋπόθεση για την συνέχιση των μεταπτυχιακών σπουδών ή για την ενασχόληση με την ιατρική έρευνα.Στο ΠΜΣ γίνονται δεκτοί πτυχιούχοι των Σχολών Επιστημών Υγείας, των Τμημάτων Ιατρικής, Φαρμακευτικής, Κτηνιατρικής, Οδοντιατρικής, των Τμημάτων Βιολογίας, Χημείας, Βιοχημείας, Βιοτεχνολογίας, Μοριακής Βιολογίας, Μαιευτικής ή Γενετικής, Νοσηλευτικής των Πανεπιστημίων της ημεδαπής, καθώς και πτυχιούχοι Τμημάτων Α.Ε.Ι. ή Τ.Ε.Ι. της ημεδαπής ή ομοταγών ιδρυμάτων της αλλοδαπής συναφούς γνωστικού αντικειμένου.","This MSc aims to expand the knowledge of the students on the subject of Human Reproduction. Its graduates will be able to work in positions of both the public and private sector, which require specialized knowledge on the subject of medically assisted reproduction. It is acknowledged that this scientific subject is a necessity for a modern medical curriculum vitae. In addition, the possession of this MSc degree constitutes a requirement for further post- graduate studies or for the engagement in medical research.The Program accepts graduates of the Faculties of Health Sciences, the Departments of Medicine, Pharmacy, Veterinary Medicine, Dentistry, the Departments of Biology, Chemistry, Biochemistry, Biotechnology, Molecular Biology, Midwifery or Genetics, Nursing of the Universities of the Greek Federation, as well as graduates of Departments A. E.I. or T.E.I. of the domestic territory or similar institutions of foreign countries with a relevant cognitive subject.",{},75,Thessaloniki,Θεσσαλονίκη,+306973353333,info-humrepro@auth.gr,https://humrepro.med.auth.gr/,{english},{health},true,5000,5000,{in_person},Master,1801,1513,23,2026-01-11 22:41:56.437713 +00:00,2026-01-11 22:41:56.437713 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
International Program in Medicine,International Program in Medicine,"Το Πανεπιστήμιο Κρήτης προσφέρει ένα πρωτοποριακό πρόγραμμα ιατρικής που διδάσκεται στα αγγλικά για διεθνείς φοιτητές.

Η Ιατρική Σχολή του Πανεπιστημίου Κρήτης είναι μία από τις κορυφαίες ιατρικές σχολές στην Ελλάδα και τα Βαλκάνια, παρέχοντας καινοτόμο ιατρική εκπαίδευση με έμφαση στην έρευνα από το 1984. Δεσμευμένη στην διεθνοποίηση και την διαφορετικότητα, η Σχολή έχει δημιουργήσει ένα Διεθνές Πρόγραμμα Ιατρικής με στόχο την εκπαίδευση των φοιτητών ώστε να γίνουν σκεπτόμενα και ικανά μέλη της παγκόσμιας ιατρικής κοινότητας.

Προσφέροντας μια ποικιλία από μαθήματα που διεγείρουν το πνεύμα και αποτελούν επαγγελματική πρόκληση, αυτό το μοναδικό 6ετές Διεθνές Πτυχίο είναι ιδανικό για διεθνείς φοιτητές που επιθυμούν να ζήσουν μια ακαδημαϊκά έντονη και πλούσια πολιτιστική εμπειρία στο νησί της Κρήτης.

Χαρακτηριστικά του προγράμματος:

1. Εξατομικευμένη διδασκαλία σε μικρές τάξεις (30 φοιτητές ανά έτος) και σεμινάρια μέσω του προγράμματος διδακτικής υποστήριξης.
2. Συμμετοχή επισκεπτών καθηγητών από διακεκριμένα πανεπιστήμια και νοσοκομεία του κόσμου.
3. Σύγχρονο πρόγραμμα σπουδών που χρησιμοποιεί προσεγγίσεις βασισμένες σε προβλήματα και ανάληψη ρόλων.
4. Πρακτική κλινική εκπαίδευση.
5. Οικονομική υποστήριξη για τη φοιτητική κινητικότητα σε ένα ευρύ φάσμα συνεργαζόμενων πανεπιστημίων.","The University of Crete offers a cutting-edge English-taught Program in Medicine for international students.

The University of Crete Medical School is one of the leading medical schools in Greece and the Balkans, providing innovative research-led medical education since 1984. Committed to internationalization and diversity, the School has created an International Program in Medicine aimed at educating students to become thoughtful and skillful members of the global medical community.

Offering a variety of intellectually stimulating and professionally challenging courses this unique 6-year International Degree is ideal for international students who want to live an academically rigorous and rich cultural experience on the island of Crete.

Program features:

1. Personalized teaching in small class (30 students per year) and tutorials through the teaching assistantship program
2. Participation of visiting faculty from outstanding Universities and Hospitals in the world
3. Modern curriculum utilizing problem based and role-playing approaches.
4. Hands on clinical training
5. Financial support for student mobility to a wide range of collaborating Universities",{},360,Heraklion,Ηράκλειο,+302810394797,international.program@med.uoc.gr,https://imed.med.uoc.gr/,{english},{health},true,15000,15000,{in_person},Bachelor,,1720,337,2026-01-11 22:41:56.437713 +00:00,2026-04-23 13:40:00.690648 +00:00,false,external,[],false,University of Crete,Πανεπιστήμιο Κρήτης
Βοϊατρική Μηχανική,MSc in Biomedical Engineering,"Το μεταπτυχιακό πρόγραμμα στη Βιοϊατρική Μηχανική είναι ένα κοινό πρόγραμμα που προσφέρεται από το Πανεπιστήμιο Κρήτης, το Πολυτεχνείο Κρήτης και το Ίδρυμα Τεχνολογίας και Έρευνας. Παρέχει προηγμένη διεπιστημονική εκπαίδευση σε τομείς όπως η βιοκατασκευή, η μοριακή διαγνωστική και θεραπεία, η βιοϊατρική απεικόνιση και τα ιατρικά συστήματα πληροφοριών. Το πρόγραμμα προσφέρει δύο κατευθύνσεις: 15 μήνες (90 ECTS) ή 24 μήνες (120 ECTS) και διδάσκεται εξ ολοκλήρου στα αγγλικά. Οι απόφοιτοι προετοιμάζονται για καριέρα σε νοσοκομεία, στον ιατρικό και φαρμακευτικό κλάδο, σε κυβερνητικούς φορείς ή για τη συνέχιση των σπουδών τους σε επίπεδο διδακτορικού.Γίνονται δεκτοί απόφοιτοι σχολών Επιστημών Μηχανικής, Επιστημών Υγείας και συναφών επιστημών.","The M.Sc. in Biomedical Engineering is a joint program offered by the University of Crete, the Technical University of Crete, and FORTH. It provides advanced interdisciplinary training in areas such as biofabrication, molecular diagnostics and therapy, biomedical imaging, and medical information systems. The program offers two tracks: 15 months (90 ECTS) or 24 months (120 ECTS), and is taught entirely in English. Graduates are prepared for careers in hospitals, the medical and pharmaceutical industries, government agencies, or for pursuing Ph.D. studies.Graduates of Engineering, Health Sciences, and related fields are eligible to apply.",{},90,Heraklion,Ηράκλειο,+302810394526,biomedical@med.uoc.gr,https://mscs.uoc.gr/bme-crete/,{english},"{health,science_and_engineering}",true,1500,3000,{in_person},Master,1753,1479,337,2026-01-11 22:41:56.437713 +00:00,2026-05-22 16:41:56.116652 +00:00,false,internal,[],false,University of Crete,Πανεπιστήμιο Κρήτης
Εγκέφαλος & Νους,Brain & Mind,"Αντικείμενο του ΔΙ ΠΜΣ Ε&Ν είναι η παραγωγή και διάχυση της γνώσης σχετικά με τον Εγκέφαλο και το Νου. Σκοπός του είναι η προώθηση της σύγχρονης έρευνας, η παροχή υψηλού επιπέδου μεταπτυχιακής εκπαίδευσης και η προετοιμασία επιστημόνων για άριστη σταδιοδρομία στον ακαδημαϊκό χώρο σε ερευνητικά ιδρύματα, σε δημόσιες υπηρεσίες και στον παραγωγικό τομέα. Στόχος του προγράμματος είναι η σφαιρική, ολοκληρωμένη εκπαίδευση στη διεπιστημονική προσέγγιση θεμελιωδών επιστημονικών ερωτημάτων που αφορούν τον εγκέφαλο και την ανάδυση σκέψης, συνείδησης και συμπεριφοράς.Στο ΔΙ ΠΜΣ Ε&Ν γίνονται δεκτοί πτυχιούχοι όλων των Σχολών και Τμημάτων Ανωτάτων Εκπαιδευτικών Ιδρυμάτων της ημεδαπής ή αναγνωρισμένων Ιδρυμάτων Ανώτατης Εκπαίδευσης της αλλοδαπής.","The aim of the Interdisciplinary Graduate Programme in the ""BRAIN & MIND"" Sciences  is to provide global, integrated and interdisciplinary education in brain processes and the phenomena that emerge from them such as the mind, consciousness and behavior and to train the next generation of scientists in addressing relevant questions.Graduates of all Faculties and Departments of Higher Educational Institutions of Greece or recognized Institutions of Higher Education of foreign countries are admitted to the program.",{},120,Heraklion,Ηράκλειο,+302810394526,bmsecr@med.uoc.gr,https://brain-mind.med.uoc.gr/,{english},"{science_and_engineering,health}",false,,,{in_person},Master,1539,1328,337,2026-01-11 22:41:56.437713 +00:00,2026-04-03 14:02:13.078733 +00:00,false,internal,[],false,University of Crete,Πανεπιστήμιο Κρήτης
Καρδιονεφρομεταβολικά Νοσήματα : η σύνδεση της Τεκμηριωμένης Ιατρικής με την Ιατρική Ακριβείας,Cardionephrometabolic Diseases: the link between Evidence-based Medicine and Precision Medicine,"Αντικείμενο του Προγράμματος Μεταπτυχιακών Σπουδών : « Καρδιονεφρομεταβολικά Νοσήματα : η σύνδεση της Τεκμηριωμένης Ιατρικής με την Ιατρική Ακριβείας» είναι η ανάδειξη του ρόλου της ιατρικής ακριβείας στη σε βάθος μελέτη των σύνθετων καρδιονεφρομεταβολικών νοσημάτων με έμφαση σε γενετικούς και περιβαλλοντικούς παράγοντες που καθορίζουν την παθογένεια αλλά και τον θεραπευτικό σχεδιασμό.
Ο γενικός σκοπός του Π.Μ.Σ. είναι η ανάδειξη της σημασίας της ολιστικής προσέγγισης και συνδυαστικής αντιμετώπισης των ασθενών με συνυπάρχοντα – περισσότερα του ενός- καρδιονεφρομεταβολικά νοσήματα και στην κατανόηση από μέρους των συμμετεχόντων των παθοφυσιολογικών σχέσεων που συνδέουν τις μεταβολικές, νεφρικές και καρδιαγγειακές παθήσεις και αφετέρου στην ανάπτυξη από πλευράς τους της ικανότητας να συνδυάζουν τις νεότερες οδηγίες αντιμετώπισης και πρόληψης των συννοσηροτήτων αυτών και να εφαρμόζουν εξατομικευμένες στρατηγικές θεραπείας και πρόληψης, λαμβάνοντας υπόψιν την διαφορετικότητα του κάθε ατόμου όσον αφορά στα γονίδια, στο περιβάλλον και στον τρόπο ζωής του.
Η διασύνδεση των καρδιονεφρομεταβολικών παθήσεων εκφραζόταν μέχρι στιγμής από την ενσωμάτωση στην φροντίδα των ασθενών των μη φαρμακολογικών παρεμβάσεων της δίαιτας και της άσκησης. Πρόσφατα, η διασύνδεση αυτή έχει αρχίσει να εκφράζεται και από φαρμακολογικούς παράγοντες, καθώς οι νεότερες κατηγορίες αντιδιαβητικών φαρμάκων (GLP-1RA και SGLT-2i) εμφανίζουν καρδιοπροστατευτικές ή/και νεφροπροστατευτικές ιδιότητες, σε τέτοιο βαθμό ώστε να δοκιμάζονται για αυτές και σε μη διαβητικούς πληθυσμούς. Όλο και περισσότεροι επιστήμονες υποστηρίζουν πως η εποχή είναι η πλέον κατάλληλη για την επίσημη ανάμειξη/διασύνδεση του σακχαρώδη διαβήτη με την καρδιαγγειακή και νεφρική υγεία.
Επιπλέον, οι πρόσφατες εξελίξεις στις τεχνολογίες omic και η αυξανόμενη διαθεσιμότητα δεδομένων υγείας που λαμβάνονται μέσω μοριακών ελέγχων, απεικονιστικών μεθόδων και βιοχημικών δεικτών, έχουν δώσει νέες ευκαιρίες για το σχεδιασμό και την εφαρμογή νέων θεραπειών βασιζόμενων στις αρχές της ιατρικής ακριβείας."," The discipline subject of the Postgraduate Studies Program: "" Cardionephrometabolic Diseases: the link between Evidence-based Medicine and Precision Medicine"" is the role of precision medicine in the in-depth study of complex cardionephrometabolic diseases with an emphasis on genetic and environmental factors that determine pathogenesis and therapeutic planning.
The general purpose of the MSc is to highlight the importance of a holistic approach and combined treatment of patients with coexisting - more than one - cardionephrometabolic diseases and to the participants' understanding of the pathophysiological relationships that connect metabolic, renal and cardiovascular diseases and, on the other hand, to the development on their part of the ability to combine the latest guidelines for the treatment and prevention of these comorbidities and to implement personalized treatment and prevention strategies, taking into account the diversity of each individual in terms of their genes, environment and lifestyle.
The cardionephrometabolic disease connection has so far been expressed by the integration of non-pharmacological interventions of diet and exercise into patient care. Recently, this connection has also begun to be expressed by pharmacological factors, as the newer classes of antidiabetic drugs (GLP-1RA and SGLT-2i) display cardioprotective and/or nephroprotective properties, to such an extent that they are being tested for them in non-diabetic populations. More and more scientists argue that the time is most appropriate for the formal involvement/connection of diabetes mellitus with cardiovascular and renal health.
Furthermore, recent developments in omic technologies and the increasing availability of health data obtained through molecular testing, imaging methods and biochemical markers have provided new opportunities for the design and implementation of new therapies based on the principles of precision medicine.",{},90,Thessaloniki,Θεσσαλονίκη,+302310994657,carmmedi.auth@gmail.com,https://carmmedi.med.auth.gr/,"{greek,english}",{health},false,,,"{in_person,remotely}",Master,,2229,23,2026-05-28 13:23:00.799991 +00:00,2026-05-28 13:23:00.799991 +00:00,false,external,[],false,Aristotle University of Thessaloniki,Αριστοτέλειο Πανεπιστήμιο Θεσσαλονίκης
Μοριακή Βάση των Νοσημάτων του Ανθρώπου,Molecular Basis of Human Diseases,"Στόχος του προγράμματος είναι η προώθηση της μεταφραστικής έρευνας, γεφυρώνοντας το χάσμα μεταξύ των βασικών επιστημόνων και των κλινικών γιατρών. Το πρόγραμμα σπουδών δίνει έμφαση στη μοριακή βάση των ανθρώπινων ασθενειών, τη διάγνωση και τις θεραπείες.Το πρόγραμμα έχει οργανωθεί σύμφωνα με τα διεθνή πρότυπα για την μεταπτυχιακή εκπαίδευση και αξιοποιεί τις γνώσεις που έχουν αποκτηθεί από το πρόγραμμα προσδιορισμού της ανθρώπινης αλληλουχίας και την πρόοδο που έχει σημειωθεί στις βιοϊατρικές επιστήμες, τόσο σε βασικό όσο και σε κλινικό επίπεδο.Πτυχιούχοι ΑΕΙ /TEI Σχολών Επιστημών Υγείας (Ιατρική, Οδοντιατρική, Νοσηλευτική, Φαρμακευτική) και Θετικών/Τεχνολογικών Επιστημών (Βιολογίας, Βιοτεχνολογίας, Μοριακής Βιολογίας, Χημείας, Βιοχημείας).","The objective of the Program is to promote the translational research by bridging the gap between basic scientists and clinical doctors. The emphasis of the curriculum is on the molecular basis of human diseases, the diagnostics and therapies.The program has been organized in accordance with international standards for graduate education and capitalizes on the knowledge that has been acquired from the human sequencing project and on the progress that has been made in biomedical  sciences both at the basic and the clinical level.Graduates of universities in health sciences (medicine, dentistry, nursing, pharmacy) and natural/technological sciences (biology, biotechnology, molecular biology, chemistry, biochemistry) from Greek universities or equivalent institutions abroad.",{},120,Heraklion,Ηράκλειο,+302810394783,adamakim@uoc.gr,https://mscs.uoc.gr/mbhd/,{english},{health},true,2000,4000,{in_person},Master,1552,1340,337,2026-01-11 22:41:56.437713 +00:00,2026-05-26 09:00:22.534814 +00:00,false,external,[],false,University of Crete,Πανεπιστήμιο Κρήτης
